Nama Obat,Harga Jual 1,Jenis Obat,Deskripsi
FARFIT C,"5,000.00",BEBAS,Multivitamin ini digunakan untuk membantu memenuhi kebutuhan multivitamin pada masa pertumbuhan dan selama masa penyembuhan.
FORBETES,"17,500.00",BEBAS,Obat antidiabetes generik yang dapat mengontrol dan menurunkan kadar gula darah pada penderita diabetes tipe 2.
FLUIMUCIL,"10,000.00",RESEP DOKTER,Obat batuk-mukolitik bekerja dengan mengencerkan dahak dan mengaktifkan sistem silia pembersihan paru.
GASTIN F  SYR,"65,000.00",BEBAS,"Sebagai terapi suportif untuk meringankan gangguan pada lambung seperti rasa perih pada perut, rasa tidak nyaman pada perut, serta rasa kembung."
GLUFOR,"25,000.00",RESEP DOKTER,Produk ini dapat digunakan untuk diabetes mellitus.
GLUMIN XR,"4,000.00",RESEP DOKTER,Obat antidiabetes generik yang digunakan untuk mengontrol dan menurunkan kadar gula darah pada penderita diabetes tipe 2.
GRATHAZON,"2,500.00",RESEP DOKTER,"Obat yang digunakan sebagai anti alergi, imunosupresan, anti inflamasi dan anti shock yang sangat kuat."
GUANISTREP,"8,500.00",BEBAS,Obat antidiare yang mengandung kaolin dan pektin.
GRAZEO,"3,500.00",RESEP DOKTER,Obat anti inflamasi non steroid yang digunakan untuk mengobati rheumatoid arthritis atau osteoarthritis.
GRAFALIN,"3,000.00",RESEP DOKTER,Grafalin digunakan untuk melegakan bronkospasme pada semua jenis asma bronkial.
GRAFAZOL,"6,000.00",RESEP DOKTER,"Grafazol Kaplet bermanfaat menangani penyakit akibat infeksi bakteri, seperti bakterial vaginosis, penyakit menular seksual, atau infeksi organ dan jaringan perut, termasuk peritonitis."
GRAPERIDE,"2,500.00",RESEP DOKTER,"Mengobati alergi seperti mata berair, ingusan, mata gatal, hidung gatal, bersin, gatal-gatal dan kesemutan"
GRISEOFULVIN,"20,000.00",RESEP DOKTER,"Obat ini digunakan untuk terapi infeksi pada kulit, kulit kepala, rambut, dan kuku yang gagal atau tidak dapat diobatidengan terapi topikal."
GALFLUX,"5,500.00",RESEP DOKTER,"Galflux digunakan untuk meredakan nyeri pada perut bagian atas yang disertai dengan rasa terbakar, refluks esofagus dan esofagitis, rasa penuh pada epigastrik dan abdomen, mual, muntah."
GRAXINE,"3,000.00",BEBAS,Obat untuk meredakan batuk dengan kandungan utama bromhexine dan guaifenesin yang bersifat mukolitik dan ekspektoran.
GURAH FLU BATUK PILEK,"50,000.00",BEBAS,"Obat gurah flu batuk pilek biasanya digunakan untuk membantu meredakan batuk berdahak, salesma, dan gangguan pernapasan lainnya."
GARCIA,"97,500.00",BEBAS,"Obat herbal ini digunakan untuk menurunkan gula darah, kolesterol, dan tekanan darah."
PROMAG HERBAL,"3,000.00",BEBAS,"Membantu meredakan kembung dengan kandungan jahe merah, adas, kunyit, akar manis, peppermint, nanas, madu, dan royal jelly."
GASTRUCID,"4,500.00",BEBAS,"Obat yang digunakan untuk mengatasi gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus duabelas jari."
GENTAMICIN,"7,000.00",RESEP DOKTER,"Salep yang digunakan untuk mengobati infeksi pada kulit yang disebabkan oleh bakteri,"
GINIFAR,"4,000.00",RESEP DOKTER,"Mengurangi rasa sakit pada kondisi sakit kepala, sakit otot, sakit gigi, demam dan kondisi lainnya"
GLYCERIN,"11,000.00",BEBAS,Menghidrasi dan melembutkan kulit.
GLUCODEX,750.00,RESEP DOKTER,"Obat ini digunakan pada pasien Diabetes Melitus tipe 2 atau Non-Insulin-Dependent (type II) Diabetes Melitus (NIDDM) dimana kadar glukosa darah tidak dapat hanya dikontrol hanya dengan diet, olahraga, dan penurunan berat badan saja."
GLUCOSAMINE,"135,000.00",BEBAS,"Suplemen ini digunakan untuk membantu memenuhi kebutuhan nutrisi pada persendian dan sebagai pelumas persendian, sehingga meminimalkan rasa nyeri dan kaku saat digerakkan."
HEXADOL,"22,500.00",BEBAS,Antiseptik yang dapat digunakan untuk membasmi bakteri (gram positif dan negatif) dan jamur.
HESMIN,"13,000.00",RESEP DOKTER,Hesmin dapat membantu meredakan gejala hemoroid atau wasir dan varises.
HUFARIZINE,"7,000.00",RESEP DOKTER,"Obat yang bermanfaat untuk mengobati gejala atau keluhan akibat reaksi alergi, seperti bersin-bersin dan pilek, hidung gatal, mata gatal dan berair, kulit gatal, biduran, atau reaksi alergi yang disebabkan oleh makanan, misalnya seafood."
HEVIT C,"7,000.00",BEBAS,Suplemen dengan kandungan Vitamin C 500 mg yang digunakan untuk membantu memenuhi kebutuhan vitamin C dalam tubuh.
HEPTASAN ,"7,500.00",RESEP DOKTER,Obat yang digunakan untuk mengobati berbagai jenis alergi.
HARNAL D,"22,000.00",RESEP DOKTER,Harnal D merupakan obat yang dipakai untuk menyembuhkan gangguan miksi atau gangguan saat pengeluaran urine yang sering dialami penderita penyakit prostat jinak.
HUSTAB,"12,500.00",BEBAS,Hustab P dapat digunakan sebagai bronkosekretolitik untuk batuk yang berhubungan dengan iritasi berlebihan pada membran mukosa saluran napas dan produksi dahak yang kental.
HUFADON,"3,500.00",RESEP DOKTER,Hufadon Kaplet bermanfaat untuk meredakan mual dan muntah.
HUFAGRIP F,"6,000.00",BEBAS,"Mengatasi gejala flu seperti demam, sakit kepala, bersin-bersin, dan hidung tersumbat yang disertai batuk."
HUFRALGIN,"6,000.00",RESEP DOKTER,"Obat ini digunakan untuk pengobatan pada dismenore primer, meredakan nyeri ringan hingga sedang, meredakan gejala dan tanda osteoarthritis, meredakan gejala dan tanda rheumatoid arthritis."
HUFAVICE E,"8,000.00",BEBAS,"Hufavicee merupakan suplemen multivitamin yang bermanfaat untuk menjaga daya tahan tubuh serta memenuhi kebutuhan vitamin C, vitamin E dan vitamin B kompleks, termasuk vitamin B12."
HUFA PASABA EXPECTORANT,"7,000.00",BEBAS,"Obat dalam bentuk sirup ini digunakan untuk mengatasi batuk berdahak, batuk akibat alergi, serta influenza yang disertai batuk."
HOLIZINC,"8,500.00",BEBAS,Mencegah atau mengobati dehidrasi dan untuk mencegah kekurangan nutrisi. Mengurangi lama dan tingkat keparahan dari dehidrasi.
HOLIMOX,600.00,RESEP DOKTER,Obat yang mengandung Amoxicillin salah satu jenis antibiotik yang digunakan untuk mengatasi infeksi bakteri.
HUFADRYL,"7,000.00",BEBAS,Untuk meredakan batuk yang disebabkan karena alergi dan sebagai Expectorant.
HUFAMAG PLUS,"5,000.00",BEBAS,"Obat yang digunakan untuk mengatasi gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari."
HUFAGESIC DROP,"13,000.00",BEBAS,"Hufagesik dapat membantu menurunkan demam dan membantu meredakan rasa nyeri pada otot/ sendi yang menyertai influenza, vaksinasi dan penyakit akibat infeksi, sakit kepala pada bayi dan anak-anak"
HUFABION,"5,000.00",BEBAS,Obat anemia yang disebabkan karena kekurangan zat besi.
HEROCYN,"11,000.00",BEBAS,Bedak yang digunakan untuk membantu meredakan biang keringat dan gatal-gatal pada kulit.
HUFASULVON ,0.00,BEBAS,Obat yang mengandung Bromhexine HCL yang digunakan sebagai mukolitik (pengencer dahak) untuk meredakan batuk berdahak.
HUFAMYCETIN,"8,500.00",RESEP DOKTER,"Obat antibiotik dengan kandungan Kloramfenikol 250 mg yang digunakan mengatasi beragam infeksi bakteri seperti demam tifus, paratifus, infeksi Salmonella sp sp, H.influenzae, terutama infeksi meningeal, infeksi saluran kencing tak terkomplikasi, otitis media, faringitis."
HUFANEURON,"6,000.00",BEBAS,Hufaneuron bekerja mengatasi gangguan saraf sehingga dapat mengatasi sakit kepala hingga sakit gigi.
HISTAPAN,"15,000.00",RESEP DOKTER,Obat yang digunakan untuk mengobati berbagai jenis alergi.
IBUPROFEN ,"3,500.00",BEBAS,Ibuprofen adalah obat untuk meredakan nyeri dan peradangan.
IMBOOST,"4,250.00",BEBAS,Imboost adalah suplemen yang bermanfaat untuk meningkatkan daya tahan tubuh.
INPEPSA,"120,000.00",RESEP DOKTER,"Obat ini digunakan untuk pengobatan jangka pendek dan jangka panjang pada tukak lambung dan usus, gastritis kronik."
INSTO DRY EYES,"15,000.00",BEBAS,"Produk ini bermanfaat untuk meringankan rasa tidak nyaman akibat kurangnya air mata, seperti saat berada di tempat yang dingin atau saat menatap layar terlalu lama."
INTERHISTIN,"12,000.00",RESEP DOKTER,"Mengobati alergi seperti urtikaria, rinitis dan gatal pada kulit."
INZA,"3,500.00",BEBAS,"Obat yang digunakan untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin."
INZANA,"2,000.00",BEBAS,"Inzana adalah obat yang bermanfaat untuk menurunkan panas dan demam, serta meredakan nyeri, seperti sakit kepala atau nyeri otot, pada anak-anak."
IREMAX,0.00,BEBAS,"Meringankan nyeri ringan hingga sedang, seperti sakit kepala, migrain, nyeri otot, sakit gigi, nyeri haid, dan nyeri pasca operasi."
ITAMOL ,"5,000.00",BEBAS,"Itamol merupakan obat yang mengandung Paracetamol. Obat ini digunakan untuk menurunkan demam, demam setelah vaksinasi, dan meringankan sakit pada otot, sakit kepala, sakit gigi"
INAMID,"4,000.00",RESEP DOKTER,Obat yang digunakan untuk mengobati diare akut.
INSTO COOL,"17,500.00",BEBAS,Meredakan mata merah akibat iritasi ringan dengan memberikan sensasi dingin yang menyegarkan.
INDEXON,"15,000.00",RESEP DOKTER,mengurangi atau menekan proses peradangan dan alergi yang terjadi pada tubuh.
IBUPROFEN,"3,500.00",BEBAS,"obat untuk meredakan nyeri dan peradangan. Misalnya saja nyeri kepala, nyeri gigi, nyeri haid, dan peradangan lain yang terjadi pada tubuh."
INCETYL,"7,500.00",RESEP DOKTER,Mengencerkan dahak atau lendir pada penyakit saluran pernafasan.
JARUM HEXTING REMEDI,"25,000.00",RESEP DOKTER,Jarum hecting Remedi digunakan untuk menjahit kulit dan otot
JARUM INSULIN NOVOTWIST,"4,000.00",RESEP DOKTER,Jarum insulin NovoTwist digunakan untuk mengendalikan kadar gula dalam darah pada penderita diabetes
JARUM TENSI,"60,000.00",RESEP DOKTER,Alat untuk mengukur tekanan darah secara manual.
JARDIANCE ,"24,000.00",RESEP DOKTER,Jardiance adalah obat dengan kandungan empagliflozin. Obat ini digunakan sebagai terapi tambahan untuk membantu menjaga gula darah pada pasien diabetes (penyakit gula atau kencing manis).
KADITIC,"5,000.00",RESEP DOKTER,Kaditic adalah obat yang bermanfaat untuk meredakan nyeri dan peradangan.
KENALOG,"80,000.00",RESEP DOKTER,"Obat oles untuk mengobati peradangan atau luka di bagian dalam mulut, seperti sariawan atau radang gusi, maupun luka akibat cedera, behel gigi, atau tersodok sikat gigi."
KALMETHASONE,"4,000.00",RESEP DOKTER,Obat anti inflamasi golongan glukokortikoid yang berperan dalam mengurangi atau menekan proses peradangan dan alergi yang terjadi pada tubuh.
KALNEX,"3,500.00",RESEP DOKTER,"Kalnex merupakan obat yang digunakan untuk menghentikan proses pendarahan pada sejumlah kondisi seperti mimisan, cedera, pendarahan akibat menstruasi berlebihan, dan pendarahan pada penderita angio-edema turunan."
KALPANAX CREAM,"16,000.00",BEBAS,"Kalpanax bermanfaat untuk mengatasi infeksi jamur pada kulit, seperti kutu air, panu, kadas, dan kurap."
KAMOLAS ,"3,500.00",BEBAS,"Meredakan sakit kepala, sakit gigi, nyeri sesudah operasi, dan demam."
KANAMICIN,"23,500.00",RESEP DOKTER,Kanamycin adalah obat untuk mengatasi infeksi bakteri yang sulit diatasi oleh obat lain
KETOROLAC,"5,000.00",RESEP DOKTER,Ketorolac adalah obat untuk meredakan nyeri derajat sedang hingga berat.
KONILIFE BONE,"4,500.00",BEBAS,Mencegah osteoporosis dan memperlambat perkembangan osteoporosis pada usia dewasa.
KETOPROFEN,"10,000.00",RESEP DOKTER,Obat antiinflamasi nonsteroid (NSAID) yang digunakan untuk meredakan masalah kesehatan seperti nyeri ringan hingga sedang.
KONIDIN,"3,500.00",BEBAS,"Konidin adalah obat yang digunakan untuk mengatasi batuk yang bisa terjadi karena alergi, flu, atau gejala bronkitis"
KULDON,"28,000.00",BEBAS,"Tablet herbal yang berkhasiat untuk membantu meredakan panas dalam yang disertai sariawan, tenggorokan kering, bau mulut, dan melancarkan buang air besar (BAB)."
KAPSIDA,"17,000.00",BEBAS,Mengobati gatal-gatal
LAPRAZ,"17,500.00",RESEP DOKTER,"Pengobatan tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi H.pylori."
LIFLAMAL,"4,000.00",BEBAS,"Mengurangi rasa sakit dari berbagai kondisi, seperti sakit kepala, sakit gigi, kram menstruasi, nyeri otot, atau nyeri persendian."
LAMBUCID,"3,000.00",BEBAS,"Lambucid adalah obat yang digunakan untuk mengatasi penyakit-penyakit yang disebabkan oleh kelebihan produksi asam lambung, seperti sakit maag dan tukak lambung"
LANCID,"23,500.00",RESEP DOKTER,"Lancid bermanfaat untuk menangani keluhan terkait kelebihan asam lambung, termasuk komplikasi yang disebabkannya."
LANSOPRAZOLE,"12,500.00",RESEP DOKTER,"Mengobati dan mencegah ulkus lambung dan usus, erosif esofagitis (kerusakan pada kerongkongan akibat asam lambung), dan kondisi lain yang melibatkan asam lambung yang berlebihan"
LAXANA ,"5,000.00",BEBAS,Obat pencahar untuk mengatasi sembelit atau konstipasi.
LEXACROL,"5,000.00",BEBAS,"Mengatasi masalah lambung seperti mual, kembung dan rasa penuh pada lambung."
LEXCOMET,"3,500.00",RESEP DOKTER,Obat ini diindikasikan untuk keadaan alergi dan mengurangi peradangan atau supresi inflamasi.
LACOLDIN,"29,000.00",BEBAS,"Mengobati gejala flu seperti demam, sakit kepala, pilek, hidung tersumbat, bersin-bersin disertai batuk."
LAGESIL,"22,500.00",BEBAS,"Obat yang digunakan untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari."
LAXING-10,"10,000.00",BEBAS,Laxing Kapsul dipercaya bermanfaat untuk membantu melancarkan buang air besar.
LODECON,"5,000.00",BEBAS,"Obat yang digunakan untuk mengatasi gejala flu seperti demam, sakit kepala, hidung tersumbat, bersin-bersin disertai batuk tidak berdahak."
LEXAHIST,"2,000.00",RESEP DOKTER,Mengobati manifestasi alergi di kulit / pada urtikaria dan angioderma; Cold urticaria; Alergi rhinitis; Vasomotor rhinitis.
LICIDAL ,"4,000.00",RESEP DOKTER,"Licidal Tablet bermanfaat untuk meredakan reaksi alergi, seperti bersin-bersin, hidung gatal dan tersumbat, mata merah dan berair, biduran, atau kulit gatal."
LODIA,"20,000.00",RESEP DOKTER,Obat ini dapat digunakan untuk mengobati diare akut dan kronis.
LICOSTAN ,"5,000.00",RESEP DOKTER,"Licostan berfungsi untuk meredakan nyeri, seperti sakit gigi, sakit kepala, dan nyeri haid."
LICOFEL,"5,000.00",RESEP DOKTER,"Terapi pencegahan pada rematik, gangguan sendi dan tulang"
LORSON,"7,500.00",RESEP DOKTER,Lorson digunakan untuk meringankan gejala alergi.
LO HAN KUO,"2,500.00",BEBAS,"LO HAN KUO INFUSION secara Traditional Chinese Medicine (TCM) berkhasiat untuk memelihara dan melembabkan Yin paru, mendinginkan paru, meredakan batuk"
METCOVAZIN,"150,000.00",BEBAS,"Salep kulit ini mengandung bahan aktif chitosan dan zinc oxide, yang bisa menjaga kelembaban dan membantu penyembuhan luka di nekrotik dan semua jenis luka."
MEMUCIL,"4,000.00",RESEP DOKTER,Obat yang digunakan untuk mengencerkan dahak atau lendir pada penyakit saluran pernafasan.
MINYAK TELON KONICARE,"42,500.00",BEBAS,Membantu memberikan rasa hangat pada bayi dan membantu meredakan perut kembung.
MINYAK TELON LANG,"7,000.00",BEBAS,"Menjaga kehangatan tubuh, membantu meredakan perut kembung dan masuk angin, mencegah gigitan nyamuk, atau sebagai minyak pijit untuk bayi."
MINYAK TELON LANG PLUS,"28,000.00",BEBAS,"Telon Lang Plus adalah minyak telon Cap Lang yang terpercaya secara turun-temurun yang memberikan kehangatan, kelembutan, dan perlindungan dari gigitan nyamuk hingga 10 jam."
MINYAK KAYU PUTIH KONICARE,"11,000.00",BEBAS,"Minyak kayu putih pilihan terbaik bagi keluarga, dengan kandungan 100% Cajuputi Oil berkualitas, untuk memberikan rasa hangat yang melegakan hidung tersumbat dan membantu meredakan gatal-gatal akibat digigit serangga."
MYORES,"60,000.00",RESEP DOKTER,Mengobati kejang-kejang pada otot yang disebabkan oleh kondisi tertentu
MOLAFATE SYR,"13,500.00",RESEP DOKTER,Molafate digunakan untuk menangani tukak duodenum (bagian pertama usus halus).
MICROLAX,"62,000.00",BEBAS,MICROLAX GEL merupakan obat pencahar untuk sulit buang air besar (sembelit) dalam bentuk gel yang tidak lengket dan tidak berwarna.
MEGAZING,"42,500.00",BEBAS,"Megazing merupakan suplemen untuk membantu memenuhi kebutuhan vitamin & untuk menambah asupan Vitamin E, Kalsium, dan Seng sehari-hari."
METAMIZOLE SODIUM,"2,500.00",RESEP DOKTER,"Metamizole adalah obat yang digunakan untuk meredakan rasa nyeri sedang hingga berat, seperti sakit kepala, migrain, sakit gigi, nyeri setelah operasi, nyeri akibat kanker, serta nyeri otot dan sendi."
MEXON,"3,500.00",RESEP DOKTER,"MEXON TABLET digunakan untuk mengobati kasus-kasus alergi dan inflamasi yang membutuhkan terapi dengan kortikosteroid, seperti gatal-gatal pada kulit, dermatitis (eksim), reaksi alergi obat, rhinitis alergi, asma, dan lain-lain."
MINYAK ANGIN CAP KAPAK,"12,500.00",BEBAS,"MINYAK ANGIN CAP KAPAK merupakan minyak angin yang digunakan untuk membantu meredakan sakit kepala, mabuk perjalanan, pilek, nyeri akibat encok, keseleo dan terkilir."
MINYAK IKAN TUNG HAI CAP,150.00,BEBAS,"Minyak Ikan Tung Hai Cap atau Tung Hai Fish Liver Oil adalah suplemen yang mengandung minyak hati ikan kod dan vitamin A, D, dan asam lemak tidak jenuh ganda."
METCOM-C,"12,500.00",BEBAS,Salah satu pilihan multivitamin mengandung vitamin C dan vitamin B complex yang bila dikonsumsi setiap hari mampu meningkatkan imunitas dan daya tahan tubuh.
MOLAGIT,"5,000.00",BEBAS,MOLAGIT merupakan obat antidiare yang mengandung Attapulgite dan Pektin. Obat ini digunakan untuk mengatasi diare yang tidak diketahui penyebabnya secara spesifik.
MIONALGIN,"6,500.00",RESEP DOKTER,"Mionalgin adalah obat anti nyeri yang di produksi oleh Ifars. Obat ini mengandung Metampiron, thiamin HCl, piridoksin HCl, cyanocobalamin yang di indikasikan untuk menurunkan demam dan meredakan nyeri. Metampiron merupakan obat anti inflamasi non steroid yang di gunakan untuk meredakan nyeri sedang hingga berat."
MIRASIC F,"5,000.00",BEBAS,"Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya."
MYONAL,"10,000.00",RESEP DOKTER,"Obat dengan kandungan Eperisone HCl 50 mg per tablet. Eperisone adalah obat antispasmodik yang bekerja sebagai relaksan otot/melemaskan otot rangka dan otot polos vaskular, yang menghasilkan pengurangan myotonia, peningkatan sirkulasi, dan penekanan refleks rasa sakit."
MIRATRIM ,"5,000.00",RESEP DOKTER,"Obat ini digunakan untuk mengatasi infeksi bakteri maupun jamur, contohnya infeksi saluran kemih."
MIXAGRIP FLU,"3,500.00",BEBAS,"MIXAGRIP FLU adalah obat yang digunakan untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin."
